Date,Year,Quarter,Month,Day,Weekend,Casual,Member,Total Rides,"Avg. ""Feels like"" (°C)",Avg. Temperature (°C),WMO Code,Weather,Max Wind (km/h)
2021-08-28,2021,2021Q3,August,Saturday,Weekend,5928,5818,11746,31.8,26.6,51,Light Drizzle,12.4
2021-08-29,2021,2021Q3,August,Sunday,Weekend,4526,5063,9589,29.4,25.3,3,Cloudy,11.0
2021-08-30,2021,2021Q3,August,Monday,Weekday,2821,5727,8548,31.4,26.3,61,Light Rain,9.6
2021-08-31,2021,2021Q3,August,Tuesday,Weekday,2727,6264,8991,29.9,25.2,53,Heavy Drizzle,8.9
2021-09-01,2021,2021Q3,September,Wednesday,Weekday,1416,3861,5277,26.5,23.3,63,Rain,27.5
2021-09-02,2021,2021Q3,September,Thursday,Weekday,3975,6994,10969,20.1,21.1,1,Mostly Clear,21.1
2021-09-03,2021,2021Q3,September,Friday,Weekday,4932,6765,11697,19.8,20.0,3,Cloudy,13.1
2021-09-04,2021,2021Q3,September,Saturday,Weekend,7225,5422,12647,22.2,21.0,2,Partly Cloudy,11.0
2021-09-05,2021,2021Q3,September,Sunday,Weekend,5864,4247,10111,24.2,22.2,61,Light Rain,11.2
2021-09-06,2021,2021Q3,September,Monday,Weekday,5935,5338,11273,25.5,23.9,55,Heavy Drizzle,16.7
2021-09-07,2021,2021Q3,September,Tuesday,Weekday,3334,6269,9603,24.8,23.6,1,Mostly Clear,12.6
2021-09-08,2021,2021Q3,September,Wednesday,Weekday,3221,6713,9934,26.9,24.8,51,Light Drizzle,14.7
2021-09-09,2021,2021Q3,September,Thursday,Weekday,3174,6574,9748,23.9,21.9,61,Light Rain,13.0
2021-09-10,2021,2021Q3,September,Friday,Weekday,4517,7150,11667,19.3,20.1,2,Partly Cloudy,18.4
2021-09-11,2021,2021Q3,September,Saturday,Weekend,6455,6589,13044,20.2,20.1,3,Cloudy,13.3
2021-09-12,2021,2021Q3,September,Sunday,Weekend,5408,5859,11267,24.8,24.0,1,Mostly Clear,15.1
2021-09-13,2021,2021Q3,September,Monday,Weekday,2994,6154,9148,28.8,26.0,2,Partly Cloudy,13.7
2021-09-14,2021,2021Q3,September,Tuesday,Weekday,3145,6732,9877,29.9,26.2,51,Light Drizzle,11.7
2021-09-15,2021,2021Q3,September,Wednesday,Weekday,3254,6914,10168,29.0,26.7,51,Light Drizzle,16.9
2021-09-16,2021,2021Q3,September,Thursday,Weekday,2061,4371,6432,27.7,24.1,63,Rain,9.7
2021-09-17,2021,2021Q3,September,Friday,Weekday,3849,6201,10050,27.3,23.6,55,Heavy Drizzle,10.7
2021-09-18,2021,2021Q3,September,Saturday,Weekend,6077,6509,12586,28.4,24.3,51,Light Drizzle,5.6
2021-09-19,2021,2021Q3,September,Sunday,Weekend,5513,5883,11396,24.9,23.4,3,Cloudy,10.7
2021-09-20,2021,2021Q3,September,Monday,Weekday,3324,6519,9843,21.7,21.0,2,Partly Cloudy,13.1
2021-09-21,2021,2021Q3,September,Tuesday,Weekday,3136,7114,10250,23.7,22.4,51,Light Drizzle,14.0
2021-09-22,2021,2021Q3,September,Wednesday,Weekday,1498,4634,6132,25.5,23.0,63,Rain,23.1
2021-09-23,2021,2021Q3,September,Thursday,Weekday,2715,5826,8541,22.0,21.3,63,Rain,21.1
2021-09-24,2021,2021Q3,September,Friday,Weekday,4529,7369,11898,17.8,18.5,3,Cloudy,11.0
2021-09-25,2021,2021Q3,September,Saturday,Weekend,7046,6768,13814,19.0,18.8,1,Mostly Clear,7.9
2021-09-26,2021,2021Q3,September,Sunday,Weekend,5571,6008,11579,17.2,18.5,0,Clear,16.5
2021-09-27,2021,2021Q3,September,Monday,Weekday,2940,6632,9572,18.5,19.5,1,Mostly Clear,15.3
2021-09-28,2021,2021Q3,September,Tuesday,Weekday,2812,6790,9602,21.6,21.0,61,Light Rain,15.5
2021-09-29,2021,2021Q3,September,Wednesday,Weekday,3294,7140,10434,17.6,18.1,1,Mostly Clear,12.0
2021-09-30,2021,2021Q3,September,Thursday,Weekday,3455,7183,10638,16.4,17.3,3,Cloudy,10.9
2021-10-01,2021,2021Q4,October,Friday,Weekday,4688,7144,11832,16.3,16.6,3,Cloudy,7.6
2021-10-02,2021,2021Q4,October,Saturday,Weekend,7475,7046,14521,19.4,18.7,1,Mostly Clear,8.7
2021-10-03,2021,2021Q4,October,Sunday,Weekend,5970,6065,12035,23.6,22.0,3,Cloudy,12.5
2021-10-04,2021,2021Q4,October,Monday,Weekday,3039,6087,9126,25.1,22.9,63,Rain,11.8
2021-10-05,2021,2021Q4,October,Tuesday,Weekday,2875,6451,9326,23.6,20.9,61,Light Rain,13.6
2021-10-06,2021,2021Q4,October,Wednesday,Weekday,2750,6412,9162,22.4,20.3,51,Light Drizzle,12.1
2021-10-07,2021,2021Q4,October,Thursday,Weekday,3560,7146,10706,22.3,20.6,3,Cloudy,8.3
2021-10-08,2021,2021Q4,October,Friday,Weekday,4638,6551,11189,22.5,20.6,3,Cloudy,7.0
2021-10-09,2021,2021Q4,October,Saturday,Weekend,7010,6047,13057,20.6,20.2,3,Cloudy,16.2
2021-10-10,2021,2021Q4,October,Sunday,Weekend,5471,5004,10475,20.9,20.2,51,Light Drizzle,16.4
2021-10-11,2021,2021Q4,October,Monday,Weekday,3815,5611,9426,20.2,19.7,3,Cloudy,12.4
2021-10-12,2021,2021Q4,October,Tuesday,Weekday,2819,6026,8845,21.3,19.7,51,Light Drizzle,7.8
2021-10-13,2021,2021Q4,October,Wednesday,Weekday,3493,7249,10742,22.7,20.3,51,Light Drizzle,6.1
2021-10-14,2021,2021Q4,October,Thursday,Weekday,4099,7366,11465,22.7,21.4,3,Cloudy,10.4
2021-10-15,2021,2021Q4,October,Friday,Weekday,5402,7027,12429,23.6,22.0,3,Cloudy,11.3
2021-10-16,2021,2021Q4,October,Saturday,Weekend,4855,4903,9758,19.9,20.0,63,Rain,21.4
2021-10-17,2021,2021Q4,October,Sunday,Weekend,4995,5415,10410,11.0,14.6,3,Cloudy,24.6
2021-10-18,2021,2021Q4,October,Monday,Weekday,3071,6198,9269,10.7,14.1,1,Mostly Clear,23.6
2021-10-19,2021,2021Q4,October,Tuesday,Weekday,3408,7111,10519,12.2,14.6,0,Clear,14.5
2021-10-20,2021,2021Q4,October,Wednesday,Weekday,3491,7253,10744,15.8,17.6,1,Mostly Clear,13.2
2021-10-21,2021,2021Q4,October,Thursday,Weekday,4136,7359,11495,16.8,17.7,1,Mostly Clear,19.9
2021-10-22,2021,2021Q4,October,Friday,Weekday,5212,6971,12183,16.8,18.2,3,Cloudy,19.2
2021-10-23,2021,2021Q4,October,Saturday,Weekend,6501,6126,12627,14.0,15.4,3,Cloudy,15.0
2021-10-24,2021,2021Q4,October,Sunday,Weekend,5265,5559,10824,14.5,15.7,3,Cloudy,13.6
2021-10-25,2021,2021Q4,October,Monday,Weekday,2325,5240,7565,19.9,19.7,63,Rain,16.5
2021-10-26,2021,2021Q4,October,Tuesday,Weekday,2148,7168,9316,12.8,15.2,63,Rain,30.4
2021-10-27,2021,2021Q4,October,Wednesday,Weekday,2717,8561,11278,12.5,15.2,3,Cloudy,31.8
2021-10-28,2021,2021Q4,October,Thursday,Weekday,2859,8312,11171,13.6,14.7,3,Cloudy,14.7
2021-10-29,2021,2021Q4,October,Friday,Weekday,939,2747,3686,13.6,15.0,63,Rain,29.6
2021-10-30,2021,2021Q4,October,Saturday,Weekend,4584,7570,12154,14.3,15.0,53,Heavy Drizzle,14.4
2021-10-31,2021,2021Q4,October,Sunday,Weekend,4093,6872,10965,12.6,14.3,51,Light Drizzle,19.7
2021-11-01,2021,2021Q4,November,Monday,Weekday,2470,6908,9378,9.6,12.1,2,Partly Cloudy,16.8
2021-11-02,2021,2021Q4,November,Tuesday,Weekday,1161,4995,6156,6.3,8.2,53,Heavy Drizzle,10.0
2021-11-03,2021,2021Q4,November,Wednesday,Weekday,1952,7079,9031,3.4,6.8,1,Mostly Clear,14.5
2021-11-04,2021,2021Q4,November,Thursday,Weekday,2150,6985,9135,3.8,6.7,2,Partly Cloudy,7.6
2021-11-05,2021,2021Q4,November,Friday,Weekday,2923,6737,9660,3.0,6.3,1,Mostly Clear,11.8
2021-11-06,2021,2021Q4,November,Saturday,Weekend,4118,6894,11012,3.8,6.9,3,Cloudy,12.0
2021-11-07,2021,2021Q4,November,Sunday,Weekend,3194,6520,9714,5.1,8.3,1,Mostly Clear,12.4
2021-11-08,2021,2021Q4,November,Monday,Weekday,2163,7126,9289,8.7,11.5,0,Clear,14.0
2021-11-09,2021,2021Q4,November,Tuesday,Weekday,2561,7979,10540,11.0,12.8,0,Clear,9.7
2021-11-10,2021,2021Q4,November,Wednesday,Weekday,2714,8577,11291,12.5,14.1,3,Cloudy,12.0
2021-11-11,2021,2021Q4,November,Thursday,Weekday,3413,8134,11547,12.7,14.2,2,Partly Cloudy,16.8
2021-11-12,2021,2021Q4,November,Friday,Weekday,3397,6710,10107,13.5,15.0,63,Rain,20.5
2021-11-13,2021,2021Q4,November,Saturday,Weekend,4025,6233,10258,5.0,8.6,51,Light Drizzle,28.6
2021-11-14,2021,2021Q4,November,Sunday,Weekend,2476,5119,7595,2.0,5.9,3,Cloudy,15.3
2021-11-15,2021,2021Q4,November,Monday,Weekday,1514,5505,7019,2.1,6.7,51,Light Drizzle,28.5
2021-11-16,2021,2021Q4,November,Tuesday,Weekday,1774,6705,8479,2.9,6.0,2,Partly Cloudy,9.5
2021-11-17,2021,2021Q4,November,Wednesday,Weekday,2119,7386,9505,7.5,9.6,2,Partly Cloudy,14.1
2021-11-18,2021,2021Q4,November,Thursday,Weekday,2394,7094,9488,12.3,14.6,55,Heavy Drizzle,20.9
2021-11-19,2021,2021Q4,November,Friday,Weekday,1855,5973,7828,1.0,6.1,51,Light Drizzle,21.8
2021-11-20,2021,2021Q4,November,Saturday,Weekend,2589,5412,8001,0.5,3.8,2,Partly Cloudy,10.0
2021-11-21,2021,2021Q4,November,Sunday,Weekend,2407,4664,7071,4.1,7.0,3,Cloudy,12.9
2021-11-22,2021,2021Q4,November,Monday,Weekday,1776,5021,6797,4.6,8.2,53,Heavy Drizzle,19.6
2021-11-23,2021,2021Q4,November,Tuesday,Weekday,1536,4520,6056,-2.2,3.0,2,Partly Cloudy,20.8
2021-11-24,2021,2021Q4,November,Wednesday,Weekday,1759,3934,5693,-1.2,2.7,1,Mostly Clear,11.3
2021-11-25,2021,2021Q4,November,Thursday,Weekday,1904,2359,4263,2.6,5.8,3,Cloudy,9.5
2021-11-26,2021,2021Q4,November,Friday,Weekday,1446,2373,3819,0.9,5.8,61,Light Rain,29.1
2021-11-27,2021,2021Q4,November,Saturday,Weekend,1719,2958,4677,-2.2,2.7,2,Partly Cloudy,19.2
2021-11-28,2021,2021Q4,November,Sunday,Weekend,2193,3866,6059,3.6,6.8,2,Partly Cloudy,9.0
2021-11-29,2021,2021Q4,November,Monday,Weekday,1288,4458,5746,-0.4,4.4,3,Cloudy,23.3
2021-11-30,2021,2021Q4,November,Tuesday,Weekday,1468,5375,6843,0.1,3.7,3,Cloudy,13.5
2021-12-01,2021,2021Q4,December,Wednesday,Weekday,1883,5904,7787,2.9,6.1,51,Light Drizzle,12.0
2021-12-02,2021,2021Q4,December,Thursday,Weekday,2518,6381,8899,8.6,11.7,51,Light Drizzle,20.7
2021-12-03,2021,2021Q4,December,Friday,Weekday,2549,5958,8507,5.6,9.1,1,Mostly Clear,15.8
2021-12-04,2021,2021Q4,December,Saturday,Weekend,4155,5943,10098,5.2,8.0,2,Partly Cloudy,10.7
2021-12-05,2021,2021Q4,December,Sunday,Weekend,2649,4411,7060,2.5,6.0,3,Cloudy,11.0
2021-12-06,2021,2021Q4,December,Monday,Weekday,1866,5310,7176,9.2,12.2,55,Heavy Drizzle,29.8
2021-12-07,2021,2021Q4,December,Tuesday,Weekday,1540,5022,6562,-1.0,3.4,2,Partly Cloudy,23.8
2021-12-08,2021,2021Q4,December,Wednesday,Weekday,1572,4681,6253,-0.6,2.9,73,Snow,15.8
2021-12-09,2021,2021Q4,December,Thursday,Weekday,1710,4899,6609,-2.0,1.9,3,Cloudy,13.5
2021-12-10,2021,2021Q4,December,Friday,Weekday,2649,5454,8103,3.0,6.0,51,Light Drizzle,13.6
2021-12-11,2021,2021Q4,December,Saturday,Weekend,3256,4624,7880,11.8,14.0,63,Rain,27.7
2021-12-12,2021,2021Q4,December,Sunday,Weekend,2556,4258,6814,1.3,6.2,3,Cloudy,29.7
2021-12-13,2021,2021Q4,December,Monday,Weekday,1754,4556,6310,0.6,4.2,1,Mostly Clear,9.9
2021-12-14,2021,2021Q4,December,Tuesday,Weekday,2079,5294,7373,2.1,5.7,1,Mostly Clear,11.5
2021-12-15,2021,2021Q4,December,Wednesday,Weekday,1979,5146,7125,4.2,6.7,2,Partly Cloudy,9.8
2021-12-16,2021,2021Q4,December,Thursday,Weekday,2571,5553,8124,8.5,11.8,1,Mostly Clear,20.0
2021-12-17,2021,2021Q4,December,Friday,Weekday,2481,5308,7789,10.4,13.1,3,Cloudy,19.6
2021-12-18,2021,2021Q4,December,Saturday,Weekend,2717,4030,6747,7.9,10.1,61,Light Rain,12.3
2021-12-19,2021,2021Q4,December,Sunday,Weekend,1769,3001,4770,3.0,7.2,51,Light Drizzle,23.5
2021-12-20,2021,2021Q4,December,Monday,Weekday,1360,3316,4676,-3.0,0.9,0,Clear,12.2
2021-12-21,2021,2021Q4,December,Tuesday,Weekday,1210,3061,4271,-1.9,1.5,51,Light Drizzle,8.5
2021-12-22,2021,2021Q4,December,Wednesday,Weekday,1293,2958,4251,-0.7,3.6,51,Light Drizzle,24.6
2021-12-23,2021,2021Q4,December,Thursday,Weekday,1189,2471,3660,-3.5,0.8,2,Partly Cloudy,13.8
2021-12-24,2021,2021Q4,December,Friday,Weekday,1310,2006,3316,3.4,7.2,3,Cloudy,18.3
2021-12-25,2021,2021Q4,December,Saturday,Weekend,1876,1308,3184,10.4,12.7,61,Light Rain,17.5
2021-12-26,2021,2021Q4,December,Sunday,Weekend,2436,2070,4506,8.3,11.1,3,Cloudy,16.7
2021-12-27,2021,2021Q4,December,Monday,Weekday,1189,1933,3122,0.8,3.9,53,Heavy Drizzle,13.1
2021-12-28,2021,2021Q4,December,Tuesday,Weekday,2387,2605,4992,5.1,7.9,51,Light Drizzle,14.3
2021-12-29,2021,2021Q4,December,Wednesday,Weekday,1974,2497,4471,8.0,9.8,61,Light Rain,11.3
2021-12-30,2021,2021Q4,December,Thursday,Weekday,2074,2651,4725,8.2,9.1,61,Light Rain,8.3
2021-12-31,2021,2021Q4,December,Friday,Weekday,2743,2944,5687,10.7,11.7,53,Heavy Drizzle,13.0
2022-01-01,2022,2022Q1,January,Saturday,Weekend,1788,1664,3452,14.4,14.1,63,Rain,13.7
2022-01-02,2022,2022Q1,January,Sunday,Weekend,2389,3030,5419,13.6,14.6,61,Light Rain,20.0
2022-01-03,2022,2022Q1,January,Monday,Weekday,174,323,497,-4.4,0.5,75,Heavy Snow,22.3
2022-01-04,2022,2022Q1,January,Tuesday,Weekday,369,888,1257,-8.0,-3.8,3,Cloudy,12.0
2022-01-05,2022,2022Q1,January,Wednesday,Weekday,610,1655,2265,-3.1,1.0,3,Cloudy,15.8
2022-01-06,2022,2022Q1,January,Thursday,Weekday,1055,2692,3747,-2.3,1.6,3,Cloudy,13.5
2022-01-07,2022,2022Q1,January,Friday,Weekday,651,1584,2235,-7.3,-1.9,75,Heavy Snow,22.7
2022-01-08,2022,2022Q1,January,Saturday,Weekend,1024,2294,3318,-9.4,-4.8,0,Clear,14.4
2022-01-09,2022,2022Q1,January,Sunday,Weekend,462,1302,1764,-2.2,2.0,61,Light Rain,17.1
2022-01-10,2022,2022Q1,January,Monday,Weekday,1014,2848,3862,-5.5,0.1,2,Partly Cloudy,22.4
2022-01-11,2022,2022Q1,January,Tuesday,Weekday,784,2553,3337,-9.2,-3.9,3,Cloudy,20.5
2022-01-12,2022,2022Q1,January,Wednesday,Weekday,1175,3276,4451,-6.4,-1.5,1,Mostly Clear,16.4
2022-01-13,2022,2022Q1,January,Thursday,Weekday,1424,3578,5002,-0.6,2.6,3,Cloudy,12.2
2022-01-14,2022,2022Q1,January,Friday,Weekday,1505,3504,5009,-0.7,3.4,3,Cloudy,18.4
2022-01-15,2022,2022Q1,January,Saturday,Weekend,1102,2398,3500,-7.8,-2.3,3,Cloudy,17.4
2022-01-16,2022,2022Q1,January,Sunday,Weekend,412,1201,1613,-8.3,-3.2,75,Heavy Snow,30.3
2022-01-17,2022,2022Q1,January,Monday,Weekday,643,1940,2583,-3.2,2.4,73,Snow,29.7
2022-01-18,2022,2022Q1,January,Tuesday,Weekday,922,3206,4128,-5.1,0.1,3,Cloudy,23.6
2022-01-19,2022,2022Q1,January,Wednesday,Weekday,1271,3902,5173,-1.5,3.0,3,Cloudy,18.3
2022-01-20,2022,2022Q1,January,Thursday,Weekday,845,2444,3289,-1.8,2.1,73,Snow,15.7
2022-01-21,2022,2022Q1,January,Friday,Weekday,881,2778,3659,-9.3,-3.8,3,Cloudy,16.6
2022-01-22,2022,2022Q1,January,Saturday,Weekend,1345,2804,4149,-8.6,-3.8,3,Cloudy,12.6
2022-01-23,2022,2022Q1,January,Sunday,Weekend,1294,2674,3968,-5.4,-1.0,2,Partly Cloudy,10.3
2022-01-24,2022,2022Q1,January,Monday,Weekday,1061,3377,4438,-3.8,0.4,3,Cloudy,15.6
2022-01-25,2022,2022Q1,January,Tuesday,Weekday,1208,3768,4976,-1.6,2.5,3,Cloudy,15.1
2022-01-26,2022,2022Q1,January,Wednesday,Weekday,1054,3223,4277,-7.1,-2.0,1,Mostly Clear,13.4
2022-01-27,2022,2022Q1,January,Thursday,Weekday,1067,3534,4601,-6.3,-2.0,3,Cloudy,10.2
2022-01-28,2022,2022Q1,January,Friday,Weekday,776,2806,3582,-3.6,0.1,73,Snow,13.8
2022-01-29,2022,2022Q1,January,Saturday,Weekend,743,1978,2721,-10.6,-4.0,71,Light Snow,26.0
2022-01-30,2022,2022Q1,January,Sunday,Weekend,859,2220,3079,-9.1,-4.1,2,Partly Cloudy,19.6
2022-01-31,2022,2022Q1,January,Monday,Weekday,871,3397,4268,-6.0,-1.7,3,Cloudy,11.1
2022-02-01,2022,2022Q1,February,Tuesday,Weekday,1146,4028,5174,-4.5,-0.6,1,Mostly Clear,10.9
2022-02-02,2022,2022Q1,February,Wednesday,Weekday,1439,4368,5807,-0.4,2.5,3,Cloudy,11.7
2022-02-03,2022,2022Q1,February,Thursday,Weekday,768,2449,3217,5.5,7.7,63,Rain,21.6
2022-02-04,2022,2022Q1,February,Friday,Weekday,637,1904,2541,4.3,7.6,63,Rain,27.5
2022-02-05,2022,2022Q1,February,Saturday,Weekend,1315,3126,4441,-6.8,-1.1,3,Cloudy,24.0
2022-02-06,2022,2022Q1,February,Sunday,Weekend,1236,2970,4206,-6.1,-1.8,3,Cloudy,10.2
2022-02-07,2022,2022Q1,February,Monday,Weekday,768,3238,4006,-1.4,1.6,55,Heavy Drizzle,7.4
2022-02-08,2022,2022Q1,February,Tuesday,Weekday,1220,4281,5501,-2.0,2.1,1,Mostly Clear,16.7
2022-02-09,2022,2022Q1,February,Wednesday,Weekday,1565,4805,6370,0.2,3.9,0,Clear,14.6
2022-02-10,2022,2022Q1,February,Thursday,Weekday,1936,4800,6736,3.1,7.1,53,Heavy Drizzle,25.1
2022-02-11,2022,2022Q1,February,Friday,Weekday,2706,5168,7874,4.8,8.7,0,Clear,21.4
2022-02-12,2022,2022Q1,February,Saturday,Weekend,3869,4791,8660,7.1,10.8,3,Cloudy,21.1
2022-02-13,2022,2022Q1,February,Sunday,Weekend,871,2040,2911,-2.8,1.3,73,Snow,14.0
2022-02-14,2022,2022Q1,February,Monday,Weekday,860,3223,4083,-7.5,-2.4,3,Cloudy,16.3
2022-02-15,2022,2022Q1,February,Tuesday,Weekday,1242,3788,5030,-5.4,-1.2,0,Clear,12.0
2022-02-16,2022,2022Q1,February,Wednesday,Weekday,1569,4614,6183,-0.9,3.2,3,Cloudy,16.2
2022-02-17,2022,2022Q1,February,Thursday,Weekday,1998,5301,7299,9.7,13.3,55,Heavy Drizzle,23.9
2022-02-18,2022,2022Q1,February,Friday,Weekday,1580,3880,5460,3.8,8.6,61,Light Rain,32.4
2022-02-19,2022,2022Q1,February,Saturday,Weekend,1886,3170,5056,-4.5,1.0,3,Cloudy,31.9
2022-02-20,2022,2022Q1,February,Sunday,Weekend,1968,2887,4855,-4.7,-0.0,0,Clear,15.8
2022-02-21,2022,2022Q1,February,Monday,Weekday,3509,4457,7966,2.9,6.6,1,Mostly Clear,14.7
2022-02-22,2022,2022Q1,February,Tuesday,Weekday,1366,3773,5139,10.7,12.9,61,Light Rain,27.9
2022-02-23,2022,2022Q1,February,Wednesday,Weekday,2591,5477,8068,13.3,15.9,51,Light Drizzle,23.6
2022-02-24,2022,2022Q1,February,Thursday,Weekday,761,2669,3430,-1.5,2.7,51,Light Drizzle,15.7
2022-02-25,2022,2022Q1,February,Friday,Weekday,1697,3956,5653,0.9,4.9,61,Light Rain,26.9
2022-02-26,2022,2022Q1,February,Saturday,Weekend,2562,3744,6306,-1.4,2.7,3,Cloudy,15.3
2022-02-27,2022,2022Q1,February,Sunday,Weekend,2704,3861,6565,0.6,4.9,1,Mostly Clear,19.8
2022-02-28,2022,2022Q1,February,Monday,Weekday,1480,4300,5780,-0.2,3.9,1,Mostly Clear,12.8
2022-03-01,2022,2022Q1,March,Tuesday,Weekday,1882,5046,6928,2.5,6.1,3,Cloudy,14.7
2022-03-02,2022,2022Q1,March,Wednesday,Weekday,2506,5382,7888,6.1,8.9,2,Partly Cloudy,16.2
2022-03-03,2022,2022Q1,March,Thursday,Weekday,2075,4980,7055,3.7,8.0,3,Cloudy,19.1
2022-03-04,2022,2022Q1,March,Friday,Weekday,2194,4523,6717,-1.8,2.2,1,Mostly Clear,15.5
2022-03-05,2022,2022Q1,March,Saturday,Weekend,4619,5073,9692,4.0,7.1,2,Partly Cloudy,15.9
2022-03-06,2022,2022Q1,March,Sunday,Weekend,4606,4734,9340,15.0,16.5,55,Heavy Drizzle,23.5
2022-03-07,2022,2022Q1,March,Monday,Weekday,2251,4399,6650,17.1,19.0,55,Heavy Drizzle,30.0
2022-03-08,2022,2022Q1,March,Tuesday,Weekday,2434,5164,7598,4.3,8.6,3,Cloudy,26.4
2022-03-09,2022,2022Q1,March,Wednesday,Weekday,993,2898,3891,2.4,5.3,73,Snow,13.3
2022-03-10,2022,2022Q1,March,Thursday,Weekday,2382,5195,7577,3.3,6.2,3,Cloudy,10.4
2022-03-11,2022,2022Q1,March,Friday,Weekday,3757,5480,9237,5.6,8.3,1,Mostly Clear,16.8
2022-03-12,2022,2022Q1,March,Saturday,Weekend,626,1493,2119,-3.3,2.0,75,Heavy Snow,29.6
2022-03-13,2022,2022Q1,March,Sunday,Weekend,1610,2701,4311,-6.9,-1.7,1,Mostly Clear,21.4
2022-03-14,2022,2022Q1,March,Monday,Weekday,3095,4912,8007,1.8,5.4,1,Mostly Clear,12.2
2022-03-15,2022,2022Q1,March,Tuesday,Weekday,4339,6081,10420,8.8,11.4,2,Partly Cloudy,12.1
2022-03-16,2022,2022Q1,March,Wednesday,Weekday,4641,6414,11055,10.1,12.3,1,Mostly Clear,15.3
2022-03-17,2022,2022Q1,March,Thursday,Weekday,1755,3848,5603,10.1,11.3,61,Light Rain,11.7
2022-03-18,2022,2022Q1,March,Friday,Weekday,5417,6028,11445,13.6,14.7,3,Cloudy,18.8
2022-03-19,2022,2022Q1,March,Saturday,Weekend,8072,5956,14028,15.7,17.4,51,Light Drizzle,25.3
2022-03-20,2022,2022Q1,March,Sunday,Weekend,4630,4371,9001,7.5,11.9,3,Cloudy,26.7
2022-03-21,2022,2022Q1,March,Monday,Weekday,4813,6216,11029,8.7,12.4,2,Partly Cloudy,20.7
2022-03-22,2022,2022Q1,March,Tuesday,Weekday,5460,7282,12742,8.9,11.4,3,Cloudy,12.0
2022-03-23,2022,2022Q1,March,Wednesday,Weekday,1745,4160,5905,7.8,10.6,61,Light Rain,18.9
2022-03-24,2022,2022Q1,March,Thursday,Weekday,2775,4956,7731,14.7,14.8,63,Rain,16.7
2022-03-25,2022,2022Q1,March,Friday,Weekday,6259,6409,12668,9.3,12.0,51,Light Drizzle,18.8
2022-03-26,2022,2022Q1,March,Saturday,Weekend,6536,4987,11523,4.1,8.6,53,Heavy Drizzle,23.4
2022-03-27,2022,2022Q1,March,Sunday,Weekend,2623,3212,5835,-1.7,4.1,3,Cloudy,25.4
2022-03-28,2022,2022Q1,March,Monday,Weekday,1371,3634,5005,-5.7,0.5,3,Cloudy,30.1
2022-03-29,2022,2022Q1,March,Tuesday,Weekday,2036,4609,6645,-3.8,1.2,1,Mostly Clear,18.6
2022-03-30,2022,2022Q1,March,Wednesday,Weekday,3017,5599,8616,3.9,7.3,3,Cloudy,17.2
2022-03-31,2022,2022Q1,March,Thursday,Weekday,2573,5416,7989,15.2,16.9,63,Rain,28.6
2022-04-01,2022,2022Q2,April,Friday,Weekday,3529,5538,9067,6.9,11.2,53,Heavy Drizzle,28.9
2022-04-02,2022,2022Q2,April,Saturday,Weekend,7788,5879,13667,4.2,7.5,2,Partly Cloudy,16.4
2022-04-03,2022,2022Q2,April,Sunday,Weekend,5426,4874,10300,6.0,9.9,51,Light Drizzle,27.1
2022-04-04,2022,2022Q2,April,Monday,Weekday,3481,5224,8705,4.7,8.0,3,Cloudy,15.4
2022-04-05,2022,2022Q2,April,Tuesday,Weekday,1450,3858,5308,8.2,9.9,61,Light Rain,17.9
2022-04-06,2022,2022Q2,April,Wednesday,Weekday,2517,5538,8055,10.9,12.1,63,Rain,18.7
2022-04-07,2022,2022Q2,April,Thursday,Weekday,1162,3324,4486,8.7,10.5,63,Rain,18.4
2022-04-08,2022,2022Q2,April,Friday,Weekday,4452,6224,10676,8.2,11.0,51,Light Drizzle,18.9
2022-04-09,2022,2022Q2,April,Saturday,Weekend,6200,5353,11553,6.4,9.0,53,Heavy Drizzle,16.4
2022-04-10,2022,2022Q2,April,Sunday,Weekend,3880,4224,8104,2.9,7.6,51,Light Drizzle,26.0
2022-04-11,2022,2022Q2,April,Monday,Weekday,3880,5584,9464,7.0,9.6,2,Partly Cloudy,14.7
2022-04-12,2022,2022Q2,April,Tuesday,Weekday,4913,6736,11649,15.8,16.4,51,Light Drizzle,15.0
2022-04-13,2022,2022Q2,April,Wednesday,Weekday,5316,7133,12449,20.2,20.0,3,Cloudy,20.0
2022-04-14,2022,2022Q2,April,Thursday,Weekday,4382,6121,10503,19.3,21.0,51,Light Drizzle,24.5
2022-04-15,2022,2022Q2,April,Friday,Weekday,7063,6264,13327,11.6,14.6,1,Mostly Clear,20.4
2022-04-16,2022,2022Q2,April,Saturday,Weekend,8601,5633,14234,15.0,17.8,51,Light Drizzle,21.1
2022-04-17,2022,2022Q2,April,Sunday,Weekend,5607,4279,9886,7.2,10.7,51,Light Drizzle,20.8
2022-04-18,2022,2022Q2,April,Monday,Weekday,920,2565,3485,3.0,6.7,61,Light Rain,21.2
2022-04-19,2022,2022Q2,April,Tuesday,Weekday,2601,5580,8181,2.3,7.3,55,Heavy Drizzle,27.7
2022-04-20,2022,2022Q2,April,Wednesday,Weekday,4108,6731,10839,6.3,9.2,0,Clear,13.7
2022-04-21,2022,2022Q2,April,Thursday,Weekday,4180,6571,10751,10.2,12.9,3,Cloudy,17.5
2022-04-22,2022,2022Q2,April,Friday,Weekday,5948,6967,12915,15.7,16.8,3,Cloudy,14.5
2022-04-23,2022,2022Q2,April,Saturday,Weekend,8236,6666,14902,14.8,16.2,3,Cloudy,14.9
